,userid,product_category,productName,content,star_rating,review_ranking_score,time
25520,zzog********,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 맛있게 먹고 있어요 슬라이스라서 샐러드와 함께 먹으니 좋아요^^,4,-67.91053,2023-06-28T08:52:59.238+00:00
25521,zzog********,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 맛있게 먹고 있어요 슬라이스라서 샐러드와 함께 먹으니 좋아요^^,4,-67.91054,2023-06-28T08:51:25.171+00:00
25522,zzog********,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 맛있게 먹고 있어요 슬라이스라서 샐러드와 함께 먹으니 좋아요^^,4,-67.910545,2023-06-28T08:49:44.651+00:00
25523,zzog********,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 맛있게 먹고 있어요 슬라이스라서 샐러드와 함께 먹으니 좋아요^^,4,-68.01055,2023-06-28T08:47:55.716+00:00
25524,skit*******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,어떤 것은 포장 뜯기가 불편한 점 빼고는 다 맛있어요,5,-68.017746,2023-07-05T03:53:48.237+00:00
25525,hell*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘라져있어서 먹기편해요 소스량이 적당하고 소스맛이 진하지는않아요 다이어트식품이라 그런거겠죠 그래도 맛있어요 먹을만 합니당,5,-68.033844,2023-07-04T04:51:13.782+00:00
25526,long********,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어요~^^  친구꺼 한번 먹어봣는데 너무맛있어서 사게됫어요~^^  스파잇도 너무맛잇구.. 근데.. 껍질은 좀못먹겟더라구요~  안씹혀요ㅜㅜ,5,-68.057915,2023-06-30T03:33:57.572+00:00
25527,long********,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어요~^^  친구꺼 한번 먹어봣는데 너무맛있어서 사게됫어요~^^  스파잇도 너무맛잇구.. 근데.. 껍질은 좀못먹겟더라구요~  안씹혀요ㅜㅜ,5,-68.05792,2023-06-30T03:33:22.391+00:00
25528,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다. 다양하게 먹을수 있어서 그날 기분에 따라 골라먹기 좋아요 재 문의 하겠습니다.,5,-68.06238,2023-07-06T06:11:19.139+00:00
25529,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다. 다양하게 먹을수 있어서 그날 기분에 따라 골라먹기 좋아요 재 문의 하겠습니다.,5,-68.06238,2023-07-06T06:10:59.606+00:00
25530,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다. 다양하게 먹을수 있어서 그날 기분에 따라 골라먹기 좋아요 재 문의 하겠습니다.,5,-68.062386,2023-07-06T06:10:41.517+00:00
25531,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다. 다양하게 먹을수 있어서 그날 기분에 따라 골라먹기 좋아요 재 문의 하겠습니다.,5,-68.062386,2023-07-06T06:10:22.051+00:00
25532,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다. 다양하게 먹을수 있어서 그날 기분에 따라 골라먹기 좋아요 재 문의 하겠습니다.,5,-68.06239,2023-07-06T06:09:28.723+00:00
25533,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다. 다양하게 먹을수 있어서 그날 기분에 따라 골라먹기 좋아요 재 문의 하겠습니다.,5,-68.06239,2023-07-06T06:09:09.351+00:00
25534,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다. 다양하게 먹을수 있어서 그날 기분에 따라 골라먹기 좋아요 재 문의 하겠습니다.,5,-68.06239,2023-07-06T06:08:52.092+00:00
25535,sjsj****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어요 처음 시켜보았는데 생각보다 모두 맛있어서 놀랫네요 오리지널이 무난하면서 식감이 좋았어요,5,-68.0632,2023-06-29T16:16:53.027+00:00
25536,sheg*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는 브랜드라 2개 주문해봤는데 포장 너무 안벗겨짐. 근데 포장보다 문제인게 닭가슴살에 왜 껍질이 대문짝만하게 붙어있는지.? 하나도 아니고 두개 다그랬어요 ㅠ 원래그런거면 떼는게 나을거같아요. 그리고 비쌈,1,-68.09002,2023-06-23T14:02:14.931+00:00
25537,ha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 먹던게 품절이라 다른걸 사봤는대 맛있고 좋내요. 앞으로 여러가지 많이 시켜보겠습니다.,5,-68.091255,2023-07-05T13:54:48.789+00:00
25538,sons****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,닭가슴살 전자렌지 돌릴때 소스가 탐 ㅎㅎ 항상그래서;; 𖤐 생각은 안하고있어요 맛이썽요,5,-68.09876,2023-07-07T01:15:03.173+00:00
25539,llll******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,닭가슴살로 찜닭만들어먹기! 다이어트...ㅜㅜ힘들지만 이거 때문에ㅎ 찜닭도 먹고ㅋ 좋아요 일단 간편하고 맛있어서,5,-68.1034,2023-06-30T18:10:38.905+00:00
25540,llll******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,닭가슴살로 찜닭만들어먹기! 다이어트...ㅜㅜ힘들지만 이거 때문에ㅎ 찜닭도 먹고ㅋ 좋아요 일단 간편하고 맛있어서,5,-68.1034,2023-06-30T18:10:11.902+00:00
25541,llll******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,닭가슴살로 찜닭만들어먹기! 다이어트...ㅜㅜ힘들지만 이거 때문에ㅎ 찜닭도 먹고ㅋ 좋아요 일단 간편하고 맛있어서,5,-68.1034,2023-06-30T18:09:43.974+00:00
25542,llll******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,닭가슴살로 찜닭만들어먹기! 다이어트...ㅜㅜ힘들지만 이거 때문에ㅎ 찜닭도 먹고ㅋ 좋아요 일단 간편하고 맛있어서,5,-68.1034,2023-06-30T18:09:16.155+00:00
25543,n7****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,매달 주문하게 되는듯하네요 먹기 편하고 맛도 나쁘지 않아서 주문해서 냉동실에 쟁여두고  먹고있어요 처음 먹었을 때 진짜 적응하기 힘들었는데 다른 제품보다는 소세지가 제일 낫다는 생각도 드네요 큐브제품도 먹을만 하긴 한데 그건 생각보다 양이 적은거 같아서 ㅋ 다 먹으면 또 주문하러 올게요,5,-68.1051,2023-06-13T07:06:11.951+00:00
25544,long********,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어요~^^  친구꺼 한번 먹어봣는데 너무맛있어서 사게됫어요~^^  스파잇도 너무맛잇구.. 근데.. 껍질은 좀못먹겟더라구요~  안씹혀요ㅜㅜ,5,-68.10792,2023-06-30T03:32:47.614+00:00
25545,ha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 먹던게 품절이라 새로운걸 사봤는데 맛있고 좋내요. 앞으로 많이 시킬게요.,5,-68.111984,2023-07-05T14:10:08.979+00:00
25546,ha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 먹던게 품절이라 새로운걸 사봤는데 맛있고 좋내요. 앞으로 많이 시킬게요.,5,-68.11204,2023-07-05T13:57:54.908+00:00
25547,ha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 먹던게 품절이라 새로운걸 사봤는데 맛있고 좋내요. 앞으로 많이 시킬게요.,5,-68.112045,2023-07-05T13:57:23.408+00:00
25548,ha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 먹던게 품절이라 새로운걸 사봤는데 맛있고 좋내요. 앞으로 많이 시킬게요.,5,-68.112045,2023-07-05T13:56:45.503+00:00
25549,hhle***,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,한끼대용으로 먹으려고 주문했어요! 아직 먹어보진 못했지만 맛있으면 또 주문할께요!,4,-68.11302,2023-07-05T09:59:52.172+00:00
25550,hhle***,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,한끼대용으로 먹으려고 주문했어요! 아직 먹어보진 못했지만 맛있으면 또 주문할께요!,4,-68.11302,2023-07-05T09:59:27.097+00:00
25551,hhle***,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,한끼대용으로 먹으려고 주문했어요! 아직 먹어보진 못했지만 맛있으면 또 주문할께요!,4,-68.11303,2023-07-05T09:59:07.137+00:00
25552,hhle***,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,한끼대용으로 먹으려고 주문했어요! 아직 먹어보진 못했지만 맛있으면 또 주문할께요!,5,-68.11303,2023-07-05T09:58:00.180+00:00
25553,hhle***,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,한끼대용으로 먹으려고 주문했어요! 아직 먹어보진 못했지만 맛있으면 또 주문할께요!,5,-68.11303,2023-07-05T09:57:31.392+00:00
25554,hell*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,해동 후 에프에 10분정도랫는데 적당히 돌리다가 윗면 바삭해지면 바닥쪽도 위로 돌려서 구워줘야 밑면도 바삭할거같아요 안맵고 맛잇읍니다,5,-68.11377,2023-07-03T15:09:34.851+00:00
25555,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,냉동 제품이라서 급하게 먹으려면 해동하고 먹어야해서 조금은 번거롭지만 그래도 나름 편하고 좋아요!,5,-68.11873,2023-07-06T06:03:56.000+00:00
25556,acbd****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,꼼꼼한 포장으로 잘 먹었습니다. 치킨같았어요. 소세지는 다이어트 소세지라서 짠맛이 덜 한것 빼고는 간식대용으로 먹기 좋습니다. 추천해요.,5,-68.12201,2023-06-26T07:48:06.957+00:00
25557,goyo****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있게 온 가족이 잘 먹고있습니다 다음에 또 구매예정입니다~,5,-68.1273,2023-07-04T09:48:50.643+00:00
25558,goyo****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,정말 맛있게 잘 먹고 있습니다~  다음에 또 구매할 예정입니다~,5,-68.132454,2023-07-04T09:46:29.653+00:00
25559,dalj****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,근육. 만드는 아들 식사용으로 구입했어요 맛있어요 간편하고 여러가지. 맛으로 구입해서 골라먹는 재미가 있어요,5,-68.14094,2023-06-25T21:44:03.010+00:00
25560,goyo****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,너무 맛있어요 잘 먹고 있습니다,5,-68.14671,2023-07-04T09:47:40.074+00:00
25561,goyo****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,지난번에도 사먹고 맛있어서 또 구매 했습니다 잘 먹겠습니다,5,-68.148636,2023-07-04T09:29:17.041+00:00
25562,judy****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어서 3번째 주문입니다 여름에는 포장신경좀 써주세요 반은 녹아서 왔어요 ㅠ,3,-68.14876,2023-07-02T01:13:18.962+00:00
25563,judy****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어서 3번째 주문입니다 여름에는 포장신경좀 써주세요 반은 녹아서 왔어요 ㅠ,3,-68.14876,2023-07-02T01:12:53.694+00:00
25564,judy****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어서 3번째 주문입니다 여름에는 포장신경좀 써주세요 반은 녹아서 왔어요 ㅠ,3,-68.14876,2023-07-02T01:12:25.023+00:00
25565,goyo****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,다이어트결심 후 닭가슴살 별로 안좋아하는데 여기꺼는 맛있어서 다이어트가 안힘드네요~,5,-68.15421,2023-07-04T09:30:34.945+00:00
25566,ossf****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,더운 날씨라 걱정했는데 다행히 녹지않고 왔어요.,5,-68.155136,2023-07-01T07:13:55.725+00:00
25567,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,3,-68.15734,2023-06-28T12:22:28.566+00:00
25568,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,3,-68.15734,2023-06-28T12:22:08.037+00:00
25569,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,3,-68.15735,2023-06-28T12:21:40.353+00:00
25570,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,3,-68.15735,2023-06-28T12:21:18.462+00:00
25571,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,3,-68.15736,2023-06-28T12:20:51.074+00:00
25572,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,3,-68.15736,2023-06-28T12:20:31.368+00:00
25573,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,3,-68.15736,2023-06-28T12:20:08.168+00:00
25574,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,3,-68.15736,2023-06-28T12:19:47.147+00:00
25575,smg8****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,처음 먹어보는데 여러맛을 선택할수 있어서 좋아요~잘 먹을게요,5,-68.15736,2023-06-28T12:19:28.823+00:00
25576,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,요즘 닭가슴살 종류가 너무 다양하고 다양한 맛이 있어서 너무 좋아요!,5,-68.15885,2023-07-06T06:04:49.455+00:00
25577,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,또 구매하도록 하겠습니다. 잘 먹고 있습니다.,5,-68.15948,2023-07-06T06:07:22.355+00:00
25578,wkdd*******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,먹어보려고 다른것과 함께 시켰습니다! 아임닭 대만족입니다!,5,-68.161194,2023-07-05T15:03:21.047+00:00
25579,comi******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,닭 자체의 수분기가 많아 신선해서 젤 최고. 여름엔 녹아오는게 있으니  주문시 아이스팩추가 해달라고 하는게 좋을듯. 배송은빠릅니다. 박스에 여유공간이많아 아이스팩이 이리저리 돌아댕겨서 녹아오는게 있음. 그거빼곤 최고.소스퐁닭이 젤 맛있음.100g으로 하루단백질양 조절하기쉽고오ㅡ,5,-68.16164,2023-06-06T03:21:57.783+00:00
25580,dand*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,더운날씨에 포장도 꼼꼼하고 닭가슴살도 맛있네요 잘 먹을께요,5,-68.16237,2023-06-28T21:43:36.503+00:00
25581,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,다양한 종류 배송이 조금 오래걸려 아쉬웠지만 담에 더 빠르게 오겠지요?,5,-68.16327,2023-07-06T06:05:33.955+00:00
25582,ha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,항상 잘 해주셔서 감사합니다. 앞으로도 여기서만 주문할게요.,5,-68.16454,2023-06-23T05:23:34.052+00:00
25583,ckdu*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,배송도 빠르고 상품도 생각했던 그대로입니다&gt;&lt; 넘 만족스러워서 재구매 예정이에용!! 감사합니다~~,5,-68.165504,2023-06-25T04:23:21.337+00:00
25584,ckdu*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,배송도 빠르고 상품도 생각했던 그대로입니다&gt;&lt; 넘 만족스러워서 재구매 예정이에용!! 감사합니다~~,5,-68.16552,2023-06-25T04:21:23.689+00:00
25585,ckdu*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,배송도 빠르고 상품도 생각했던 그대로입니다&gt;&lt; 넘 만족스러워서 재구매 예정이에용!! 감사합니다~~,5,-68.16552,2023-06-25T04:21:02.963+00:00
25586,n7****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,배송 빠르고 제품 맛도 괜찮은 편이에요 일반 닭가슴살을 주로 먹다가 어떤건 먹을만 한데  또 어떤건 비린맛이 강해서 그냥 소세지에 정착했어요 큐브제품도 먹을만해요 이번거 다 먹으면 또 주문하러 올게요,5,-68.16655,2023-06-13T07:07:16.159+00:00
25587,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,다양한 종류 맛있게 잘 먹고 있어요!,5,-68.168106,2023-07-06T06:06:05.406+00:00
25588,zjfl******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,건강을 위해. 다이어트 위해 열심히 먹어야죠,5,-68.173035,2023-07-06T22:28:18.387+00:00
25589,kokk*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,흠 그냥 뮤난한 맛이네요 쏘쏘 소시지가 더맛남,5,-68.17348,2023-07-01T15:00:50.025+00:00
25590,love*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,전체적으로 맛이 자극적이지 않아서 좋았습니디!,5,-68.173676,2023-07-04T02:22:04.531+00:00
25591,goyo****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,닭가슴살 별로 안좋아하는데 여기꺼는 정말 맛있네요~,5,-68.17638,2023-07-04T09:33:40.491+00:00
25592,love*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다! 재구매각,5,-68.17647,2023-07-04T16:19:43.866+00:00
25593,os****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,확실히 맛은 있다 근데 비싸다 간이 잘 되있는데 건강식 은 싱거울 것임,5,-68.176544,2023-07-02T14:42:27.200+00:00
25594,love*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,닭가슴살 맛있고 조리하기 좋아요,5,-68.177246,2023-07-04T16:33:52.393+00:00
25595,h1****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어요 닭가슴살 질리고 하는데 편하게 먹을수 있어서 좋아요,5,-68.17838,2023-06-26T01:25:44.626+00:00
25596,h1****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어요 닭가슴살 질리고 하는데 편하게 먹을수 있어서 좋아요,5,-68.17839,2023-06-26T01:25:07.209+00:00
25597,skar******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,포장도 잘되서 왔네요 감사합니다~,5,-68.18102,2023-07-04T11:53:48.867+00:00
25598,nara***,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,꾸준히 오래 먹기는 이것만한게 없는거 같아요. 다른 양념들어간건 먹다보면 금방 질리더라구요.,5,-68.18115,2023-06-24T08:28:33.246+00:00
25599,asdj****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어요. 가격이 좀 비싸지만,4,-68.18123,2023-07-03T09:36:00.174+00:00
25600,eche****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,부드럽고 맛있어요. 재구매 의사 있어요.,5,-68.18201,2023-07-01T01:58:18.592+00:00
25601,smw0***,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,배송빠르고 안에 얼음팩이랑 해서 잘왔습니다 더운여름이라 좀 녹아오긴해더 바로 냉동실에 넣어놓고 하나 먹어봣는데 맛있네요,5,-68.18217,2023-06-24T06:16:35.986+00:00
25602,moya*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어용 ㅎㅎ 청양맛이랑 통후추맛이 최애,5,-68.1839,2023-06-30T03:06:04.399+00:00
25603,eche****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,부드럽고 맛있어요. 추가 주문할꺼예요.,5,-68.18577,2023-07-01T02:01:59.955+00:00
25604,juny*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,고구마맛 생각 이상이네요ㅎㅎ 맛있고 부드러워요 반찬으로 가끔 먹는데 꽤 좋아요! 다음에 또 구매할 의사 있습니다!! 잘 먹을게요~,5,-68.186806,2023-06-12T15:33:53.760+00:00
25605,vv****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,다이어트중이라 곤약밥이랑 닭가슴살 쟁여두고 먹습니다 ~~ ! 가격대비 맛이랑 양 좋습니다 !! 다 먹어갈때쯤 또 시키겠습니다,5,-68.18689,2023-06-13T12:44:32.224+00:00
25606,asha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,늘 먹는거라 좋아해요 종류별로 쟁여놨어요,5,-68.187965,2023-06-30T00:06:56.463+00:00
25607,asha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,늘 먹는거라 좋아해요 종류별로 쟁여놨어요,5,-68.187965,2023-06-30T00:06:35.969+00:00
25608,asha****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,늘 먹는거라 좋아해요 종류별로 쟁여놨어요,5,-68.187965,2023-06-30T00:06:15.705+00:00
25609,kokk*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,치킨마요덮밥 해먹었는데 짭짤하니 존맛이네요 재구매할둣,5,-68.19168,2023-06-26T02:57:13.535+00:00
25610,pt****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,딸 아이때문에 매달 주문하는데 좋습니다.,5,-68.19423,2023-07-06T21:26:03.565+00:00
25611,leeg******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,제품 배송 모두 만족합니다,5,-68.1955,2023-07-06T12:20:21.482+00:00
25612,leeg******,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,제품 배송 모두 만족합니다,5,-68.19551,2023-07-06T12:19:02.430+00:00
25613,wodn*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,포장부터 너무 맛있어보네요 잘 먹을게요,5,-68.195786,2023-07-05T02:17:13.730+00:00
25614,wodn*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,포장부터 너무 맛있어보네요 잘 먹을게요,5,-68.195786,2023-07-05T02:16:48.005+00:00
25615,wodn*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,포장부터 너무 맛있어보네요 잘 먹을게요,5,-68.195786,2023-07-05T02:16:24.220+00:00
25616,ossf****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,안녹고 와서 좋았어요.,5,-68.19614,2023-07-01T07:15:58.398+00:00
25617,pt****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,배송도 빠르고 포장도 꼼꼼하네요,5,-68.1963,2023-07-06T21:27:21.735+00:00
25618,pt****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,배송도 빠르고 포장도 꼼꼼하네요,5,-68.196304,2023-07-06T21:26:54.285+00:00
25619,jkba*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,다음에 재구매 의향 있습니다.,5,-68.19784,2023-07-06T06:06:41.250+00:00
25620,goyo****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘 먹고 있습니다~  맛있어요~,5,-68.19864,2023-07-04T09:50:05.497+00:00
25621,love*****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,잘라 후라이팬 구워서 먹으니 최고,5,-68.19917,2023-07-04T16:22:03.687+00:00
25622,skj6***,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,맛있어요 불닭맛 존맛임 밥에 비벼드세요 밥에 양배추 볶아넣고 오리엔탈 소스 넣고 닭가슺살 넣어보세요 너무맛있,5,-68.20009,2023-06-15T03:59:01.565+00:00
25623,eche****,닭가슴살,아임닭 닭가슴살 75종 / 훈제 스팀 저염 소세지 스테이크 헬스,포장이 꼼꼼해요. 2세 아기도 잘먹어요.,5,-68.2004,2023-07-01T02:00:35.416+00:00
